"","waldStat","df","pvalue","meanLogFC"
"PLK2",31.8760396528378,5,6.28667204483069e-06,0.365491430634317
"PAM",31.8072969001933,5,6.48674871417398e-06,0.514433518835923
"CDHR1",31.7949802303685,5,6.52325916328245e-06,1.74109179948423
"TRIM24",31.7334982537559,5,6.70858728690771e-06,0.343956868946385
"RIN2",31.723408243224,5,6.73949793239537e-06,0.508553676705656
"DNER",31.6894241793634,5,6.8446525401944e-06,1.01276676838784
"PSTPIP2",31.676848308409,5,6.88397712012012e-06,0.375360895309118
"DENND1B",31.658449096918,5,6.94191604777572e-06,0.700267247566426
"HNRNPDL",31.6409737266331,5,6.9973943859214e-06,0.225237160120527
"SUGT1",31.5378891632226,5,7.33373271755156e-06,0.863831457806476
"SLIT3",31.5256009010591,5,7.37488277136045e-06,1.33830011913564
"NRIP1",31.5061691160063,5,7.44042326106253e-06,0.22393333587976
"ST13",31.5056422652206,5,7.44220828441389e-06,0.54319408206052
"PAN3",31.4916583013328,5,7.48974320119444e-06,0.322165869849863
"LINC01508",31.4777427639101,5,7.53734496050651e-06,0.600061107042384
"NACA",31.4632037427982,5,7.58740062456464e-06,0.463380194429165
"TARBP1",31.4500762764355,5,7.63288018612585e-06,0.931482592392719
"IGSF11",31.3984129924684,5,7.81451114462151e-06,0.590003476786212
"WBP11",31.341557922648,5,8.01936095418121e-06,1.02881309607127
"TPM1",31.3306783863582,5,8.05916395596462e-06,0.928635892864677
"HK1",31.3137906389966,5,8.12133725058839e-06,0.563510547405225
"ENSG00000258776",31.2466500541525,5,8.37326826530482e-06,3.90161524718903
"ZNF609",31.2410400210383,5,8.39466691238133e-06,0.423099647314977
"MT-ND6",31.2267103480754,5,8.44957228318677e-06,1.07484462824891
"NIN",31.1753824143998,5,8.64918346110688e-06,0.56321532024464
"ENSG00000286329",31.0939474678707,5,8.97553348078173e-06,6.6567570167686
"HFM1",31.0742256691483,5,9.05639097670274e-06,0.854304020404197
"EIF6",31.0723251974487,5,9.06422085045211e-06,0.382707111016422
"CHN1",31.0681241198527,5,9.08155300716196e-06,0.665923458987741
"RPAIN",31.0473272246027,5,9.16783972204627e-06,0.123637109076283
"PRRC2B",30.9999846613027,5,9.36731402700897e-06,0.398795898138321
"SLC35E2B",30.9524157506057,5,9.5720839219382e-06,0.929352189099729
"ASB16",30.8602396222923,5,9.98161389342833e-06,1.09955417587565
"DUSP16",30.8432973370545,5,1.00587584952461e-05,0.416011477946607
"MIF",30.7921028559276,5,1.02954830621949e-05,0.345607629860272
"USP43",30.7597686703039,5,1.04478398902375e-05,1.16434687454397
"ARL13B",30.6796510951272,5,1.08350667615831e-05,0.829743321849529
"STAG1",30.6453689557457,5,1.1005084064708e-05,0.391264936461952
"EGR3",30.6107306649842,5,1.1179558640606e-05,0.952185690820202
"MYH11",30.6075234193704,5,1.11958519760647e-05,1.12928807036674
"SGCD",30.5905252407159,5,1.1282600064777e-05,2.18666461468731
"MTUS2",30.5771580302444,5,1.1351286578698e-05,1.16098302562977
"COL4A5",30.5659292392047,5,1.14093058101172e-05,0.409359081055647
"SPINK5",30.5360246579276,5,1.1565263610791e-05,0.687632593932944
"CTSD",30.5247468661073,5,1.1624627555662e-05,0.687807786698299
"CCNG1",30.517806116959,5,1.16613125448195e-05,1.11007718999835
"CAMKMT",30.4664805083225,5,1.19361840162924e-05,0.581200087208793
"GALNT7",30.451236690943,5,1.20190538992482e-05,0.428310449660819
"ATRX",30.4439659267231,5,1.20587809270267e-05,0.219122617565968
"ECE1",30.4303211058723,5,1.21336877588751e-05,0.890572662913572
"SCAMP1",30.4230779748855,5,1.21736384000037e-05,0.759699493185468
"CCDC171",30.3713880270179,5,1.24625602890838e-05,0.793358692409168
"REEP5",30.2980450511861,5,1.28842343137814e-05,0.462106529819906
"ZCCHC7",30.286690970237,5,1.29507672925744e-05,0.185761759031297
"TMEM161B-DT",30.2633401594267,5,1.30886733127333e-05,0.556430798571264
"RFX3",30.2260827810824,5,1.33117348428691e-05,0.228703697345505
"CEBPG",30.1400411470613,5,1.38413991626063e-05,1.10141904953858
"TMEM14B",30.131113915845,5,1.38975385470808e-05,0.46001581077563
"MIR124-2HG",30.1303947986329,5,1.39020705828274e-05,1.1594174839464
"HRK",30.1025637033781,5,1.40786003096638e-05,1.61437473076131
"SECISBP2",30.0977653364484,5,1.41092600149939e-05,0.362283600079762
"RHBDL2",30.0942025087379,5,1.4132067984618e-05,2.28606672839095
"CDK14",30.0823659861089,5,1.42081044077758e-05,0.377830324114695
"TIAM1",30.0292042097435,5,1.45546495993187e-05,0.230129017582347
"AKAP12",29.9305591399484,5,1.52200695763272e-05,0.207023636668964
"CHRNA3",29.929611984792,5,1.52266029331827e-05,0.985704564791315
"MNAT1",29.924248051617,5,1.52636552392948e-05,0.344209295611816
"BNC2",29.8937182725958,5,1.54762561672683e-05,1.25963794876946
"GSE1",29.85885042479,5,1.57226645774999e-05,0.360583089964134
"CLASP2",29.8566905482215,5,1.5738055737069e-05,0.212085541532002
"PTEN",29.8103881681945,5,1.60716252243231e-05,0.169062737673357
"FOSB",29.7997689739259,5,1.61491116476009e-05,0.262015148540051
"ENSG00000249678",29.7642761087498,5,1.64107983759987e-05,1.59480143137395
"PPP1R15A",29.7319677152152,5,1.66526643041731e-05,0.799109308802205
"FREM2",29.7147139349554,5,1.6783275117338e-05,1.06644816873907
"RTF1",29.7063488317485,5,1.68469643593294e-05,0.377764683755037
"ADCY2",29.6985134261013,5,1.69068382591675e-05,1.6767506976832
"NAV3",29.6969747678013,5,1.6918620638573e-05,0.651193452674681
"PITPNC1",29.6962388780171,5,1.69242586453011e-05,0.383061058221824
"DNAJB4",29.6830963665707,5,1.70252644645652e-05,2.46013170992205
"PRKACB",29.6199005098176,5,1.75193712090849e-05,0.231892497039677
"IFFO2",29.618275749408,5,1.75322606003059e-05,0.964203509099259
"PTPN21",29.6097158856551,5,1.76003224832133e-05,0.437756295147176
"LMO4",29.6089041346346,5,1.76067905443e-05,0.984164516507895
"JAZF1",29.6077424039777,5,1.76160513608581e-05,1.16686961689362
"MARCHF1",29.5867744268881,5,1.77840327463263e-05,0.704902057889533
"CA14",29.5366380764444,5,1.81921659482276e-05,0.822997945429916
"MED13L",29.5359860281055,5,1.81975347125496e-05,0.196144719157055
"GOSR1",29.517423449317,5,1.83510347097071e-05,0.279022341856207
"AFDN",29.4821346221188,5,1.86464024507504e-05,0.310885894200626
"PLXDC2",29.3814629038443,5,1.95152113544594e-05,0.159394842658696
"LINC00632",29.3781823640388,5,1.95441888262149e-05,0.748020801274701
"RPLP1",29.3322540911104,5,1.99543928115498e-05,0.32787783964519
"ENSG00000267787",29.3031165571792,5,2.02190506194411e-05,1.48627188739216
"CENPP",29.2975885339333,5,2.02696537443536e-05,0.723847983294892
"PTMA",29.2915294385084,5,2.03252626724826e-05,0.179009374744648
"RHOJ",29.2255883642392,5,2.09403327404711e-05,0.694858692854079
"PKD2",29.1861615003882,5,2.13168776901362e-05,0.447962360530756
"PGAP1",29.1853503247003,5,2.13246949362089e-05,0.635564176453594
"IMMP2L",29.1081510570602,5,2.20818280166624e-05,0.19232643458637
"CREBBP",29.0939828039991,5,2.22236530242892e-05,0.368924123653166
"POLN",29.0920964922634,5,2.22426031740719e-05,1.70320049223128
"GRAMD1B",29.0752232339632,5,2.24128291693715e-05,0.55480533175525
"PLCE1",29.0446434082296,5,2.27246353836641e-05,0.421363701202184
"LARP1",28.9906199951756,5,2.32860395520396e-05,0.274635255026957
"ARHGAP5",28.9399311658058,5,2.38252982408538e-05,0.252553019631301
"SLC4A8",28.9007367529248,5,2.42507523631197e-05,0.734251579232502
"TRIM2",28.8974751038695,5,2.42864954100863e-05,0.450113201147766
"C17orf67",28.8940014636864,5,2.4324619065319e-05,1.97930533800736
"RGL1",28.8905552475271,5,2.43625004220371e-05,0.407865706944434
"ATP5F1E",28.8873613173946,5,2.43976608779173e-05,0.467573132147474
"KITLG",28.8790758535433,5,2.4489106525527e-05,2.20006118839848
"KCND2",28.8698016279575,5,2.45918684895763e-05,0.681208430003395
"FZD3",28.8675573888122,5,2.46167997500768e-05,0.32284521841313
"RPL22",28.8491406347202,5,2.48223412290249e-05,0.357627301048348
"PSMD7",28.8443595303861,5,2.48759789431841e-05,0.544851019789811
"EPB41L2",28.8425262828096,5,2.4896576065303e-05,0.216456298586187
"GALNT10",28.8045598622289,5,2.53269657428667e-05,0.511836321307172
"NEO1",28.7906427052456,5,2.54865738109622e-05,0.314001889640897
"NR2F2-AS1",28.7865710343149,5,2.55334579518651e-05,0.685035755140796
"CHRDL1",28.7743023305504,5,2.56752466720744e-05,1.17755114115455
"DOCK4",28.7691195242921,5,2.57353785503289e-05,0.398554886581471
"BTBD3",28.7329929223856,5,2.615842571696e-05,0.567271457750928
"CLIC1",28.6992069376897,5,2.65603051761154e-05,0.578782890563494
"FIGN",28.6918685050423,5,2.66484013454749e-05,0.330224015988907
"KALRN",28.6083745196775,5,2.76713737374923e-05,0.451109667283766
"MATR3",28.6043883014118,5,2.7721175823503e-05,0.193717659942503
"HSPA5",28.6000499298771,5,2.7775478626646e-05,0.302315471663953
"BCKDHB",28.5884692272084,5,2.79209501251598e-05,0.614742276400766
"NF1",28.5868863301016,5,2.79408923894442e-05,0.328731019075021
"CDH2",28.5770362488638,5,2.80653074561377e-05,0.219599802998458
"MPP4",28.5707187070784,5,2.81453926419539e-05,1.7345802319256
"ARHGEF3",28.5539285033192,5,2.83593397037984e-05,0.618864834466058
"FTX",28.5511314317509,5,2.83951374930869e-05,0.130035832195358
"IFT88",28.4856602322843,5,2.92459838810988e-05,0.833114354240533
"ENSG00000249419",28.4237305875952,5,3.00740661143273e-05,3.2986720892441
"ENSG00000259336",28.4034255816596,5,3.0350602456708e-05,1.98202821102633
"ARHGAP21",28.351433804622,5,3.10702372997573e-05,0.245616239094059
"MYH9",28.2866112881784,5,3.19912158740498e-05,0.63387119503787
"DNAH14",28.2792293149018,5,3.20977993156779e-05,0.367088665032457
"PIK3C2A",28.2505171989483,5,3.25157146262578e-05,0.232356692646017
"CACNA2D1",28.237307531605,5,3.27097947033783e-05,0.221356182460229
"LINC01122",28.2185612919202,5,3.29871936506354e-05,1.06969905939517
"SMAD6",28.2024104982193,5,3.32280567587606e-05,0.845105304349069
"LINC01550",28.1900235325433,5,3.34139697895086e-05,1.20812945592786
"ILF3",28.1863813941955,5,3.34688298115893e-05,0.268003243604146
"EGR1",28.1856907777956,5,3.34792423528629e-05,0.165035785594194
"EFCAB6",28.1755141526883,5,3.3633050129489e-05,1.42760041911847
"KIAA0825",28.1446423892539,5,3.41039419458067e-05,0.852537255281289
"CBLB",28.1429785573028,5,3.41295055351631e-05,0.243132167929918
"ENSG00000272030",28.1086611582018,5,3.46610272263792e-05,0.920875393516786
"ENSG00000285588",28.1068064975443,5,3.46899856675797e-05,1.8065746430026
"CCT8",28.0495922104487,5,3.55952082127242e-05,0.931931123068242
"ARHGEF10L",28.0344838397614,5,3.58381322171919e-05,1.1832126833207
"LZTFL1",28.0161973389331,5,3.6134357129014e-05,0.804527723916838
"FYN",27.9877875759757,5,3.65993939084319e-05,0.325470619223201
"GATB",27.9838691752598,5,3.66639979287875e-05,0.811109869530978
"ZFHX4",27.9440962446015,5,3.7326182257269e-05,0.339880032049142
"HMX1",27.9431861938438,5,3.73414717941278e-05,0.434957385886722
"CCDC85C",27.8918372037806,5,3.82143116088862e-05,0.52608429943526
"HINT1",27.8463449088267,5,3.90044843006088e-05,0.40400915217598
"MAGI1",27.8127687841225,5,3.95980534909635e-05,0.234592952032639
"MEST",27.7884573580478,5,4.00334214738507e-05,0.600832161102089
"NRL",27.7801951288966,5,4.01824592322075e-05,0.922790241780707
"SH3GL2",27.7731938694224,5,4.03091816437717e-05,1.3891676393696
"GOT1",27.7568361095473,5,4.06068029797924e-05,1.41130614044654
"SFPQ",27.7551408488498,5,4.06377717560025e-05,0.348819281603484
"SCN8A",27.7147827907399,5,4.13819822626671e-05,1.10999586830247
"NCOR2",27.6940629532007,5,4.17692946245163e-05,0.283956461285477
"PET100",27.6710023681999,5,4.22045901137258e-05,0.514331656339416
"LINC02246",27.6440158525629,5,4.27197072757624e-05,1.14310018416616
"RASGRP1",27.6434332197696,5,4.27308970174511e-05,0.735099915573338
"ANKRD36B",27.5954094280721,5,4.36632796836367e-05,0.504632803951419
"LRRN1",27.5651198334745,5,4.42616979061672e-05,0.600699519247066
"LPP",27.5420025111671,5,4.47238820679985e-05,0.223168807049285
"SPCS1",27.5394745113595,5,4.47747136775867e-05,0.355890793888114
"JAM3",27.5046737654538,5,4.54803175343743e-05,0.863723340742508
"KLHL7",27.471846542548,5,4.61560080348145e-05,0.34596447347334
"CLSTN1",27.4661267511041,5,4.62747538781949e-05,0.309189352618921
"ADORA2B",27.4453389038385,5,4.67088768748569e-05,0.337982357726883
"HMGN1",27.4140697701387,5,4.7369502181982e-05,0.267973428324421
"TLE4",27.409349765705,5,4.74700235379988e-05,0.21697011351298
"LINC01673",27.4071355502061,5,4.75172522637068e-05,0.957843491845311
"ATRAID",27.3966476165185,5,4.77415912720769e-05,0.469683813115538
"STX17-DT",27.3958959139045,5,4.77577106117177e-05,1.32343591290238
"CDH18",27.3901745505264,5,4.78805751834566e-05,0.856418467603941
"BTG1",27.2921475634813,5,5.00350246543935e-05,0.222107256331618
"EXT1",27.2072119612362,5,5.19792808427733e-05,0.168944363927843
"SLC16A2",27.1850840229381,5,5.24979902101208e-05,0.81859939000836
"STRADB",27.1775006264604,5,5.26769334496802e-05,0.721022027348332
"ARL6",27.1609978715574,5,5.30684365175338e-05,1.25155955801831
"PPM1D",27.1128827435996,5,5.42264357183964e-05,0.754373198491148
"ENSG00000260661",27.0960636358041,5,5.46371054100936e-05,2.71249978339964
"NXPH2",27.0953021599653,5,5.46557710252582e-05,1.69001301324801
"EPHB2",27.0865528878085,5,5.48706909367924e-05,0.389541657592224
"BASP1",27.0682172968518,5,5.5323813335173e-05,0.54149848685651
"RPL14",27.0635815070073,5,5.54389625398999e-05,0.473182474693293
"AEBP1",27.0491236881844,5,5.57996108381253e-05,1.25204188133059
"ARHGAP29",27.0177548326355,5,5.65901186576623e-05,0.392012174202066
"MT1G",27.0088242547517,5,5.68171958795771e-05,1.38526183166669
"SF1",26.9638359911223,5,5.79749166212951e-05,0.58706934158665
"MAP4K5",26.9602148695825,5,5.80691123689414e-05,0.339026526749545
"GLCE",26.9202009997301,5,5.91201411719311e-05,0.542488517322379
"GPA33",26.8983534418135,5,5.97019377224228e-05,2.66776706841931
"DAPL1",26.8206664541985,5,6.18170676899288e-05,0.198251878800499
"UBA52",26.805140692486,5,6.22485970160902e-05,0.404870520267279
"LINC03077",26.7955740772541,5,6.25159805486275e-05,0.839724533835938
"SLC7A5",26.791831881319,5,6.26208830428743e-05,1.94194529336772
"PSMD8",26.7414791523533,5,6.40494695383076e-05,0.335695478518988
"PSMC3",26.6644952676606,5,6.62962948432266e-05,0.388418297647218
"PHF21B",26.6498836388587,5,6.67314805178343e-05,0.337889783689294
"EPHX1",26.6476055424582,5,6.67995848433467e-05,0.592429167123935
"CNN3",26.6089087768796,5,6.79670133512111e-05,0.330268334383505
"ELOVL5",26.606617512467,5,6.80367681729077e-05,0.392555937901009
"E2F1",26.5760068121836,5,6.89755073866039e-05,1.70350647547643
"IER5",26.5533167691201,5,6.96796155280621e-05,0.977709694715214
"FOLH1",26.5463888166523,5,6.98960167825335e-05,0.761279010450664
"DMXL2",26.5454785732591,5,6.99244985605807e-05,0.51081996031076
"LURAP1L-AS1",26.5441776287698,5,6.99652254531058e-05,1.59029228683433
"ENSG00000290803",26.5271404280811,5,7.05007603111207e-05,2.07916557618099
"UBE2H",26.5252602017178,5,7.05601102556352e-05,0.406966722377797
"RBMS3",26.5225136129011,5,7.06468961962914e-05,0.519609439916564
"PGRMC2",26.494820920497,5,7.15278529197505e-05,0.251032716026309
"DTWD1",26.4931130734876,5,7.15825376955692e-05,0.339692276897461
"ETFB",26.4539381283175,5,7.28483439523808e-05,0.537634006794175
"GPRIN3",26.4521044710818,5,7.29081326801273e-05,1.53991999218235
"SREBF2",26.4423331300004,5,7.3227560501099e-05,0.577595555722677
"CARS1",26.4035396872969,5,7.45094668705981e-05,0.92422614505676
"KMT2E",26.3954891633832,5,7.47782644612283e-05,0.436627863928649
"CXCL2",26.3891490917777,5,7.49906281034551e-05,0.455971223489781
"QKI",26.331614025692,5,7.69453117125396e-05,0.154378704509704
"ZEB1",26.3236966070576,5,7.72182177871672e-05,0.247051344618635
"GPBP1L1",26.2959125265262,5,7.81835182460666e-05,0.466543261204041
"SPIDR",26.2911638409969,5,7.83496935857775e-05,0.510127675648075
"ARID1A",26.289878982614,5,7.83947159908038e-05,0.46484952548161
"DCC",26.2801894743777,5,7.87350701296763e-05,0.3036466617511
"METRN",26.2666778945932,5,7.92121237532806e-05,0.6621295242675
"HDAC9",26.25328965483,5,7.9687646807991e-05,0.159282694071258
"DSC2",26.2268690567435,5,8.06343651403862e-05,0.442361599176657
"GLB1",26.220916948756,5,8.08491776016496e-05,0.349975374083862
"SPINT2",26.1480231651913,5,8.35263614310522e-05,0.678035447990772
"GRIK1",26.1369469954607,5,8.39407718252749e-05,2.07653058221108
"PPM1L",26.0948540872632,5,8.55343218960636e-05,0.446163614997361
"CHAF1A",26.0827192270335,5,8.59992618680305e-05,1.04731190385592
"LRFN2",26.0566549608697,5,8.70063785630704e-05,3.67437012380691
"AKIRIN2",26.0130832962077,5,8.87161289452321e-05,0.923079964768963
"SOX9",26.0021835245125,5,8.91490134515838e-05,0.283790745564955
"WDR1",26.0007972931426,5,8.92042173822327e-05,0.502673453721106
"LINC02497",25.9753732067766,5,9.02227075546547e-05,0.919271528837705
"GPX1",25.9667636876475,5,9.05702091742455e-05,0.391170515500634
"SLC1A2",25.9597355297155,5,9.08548656383124e-05,3.4768483586412
"MAN2A1",25.9488823721972,5,9.12961849731664e-05,0.7314433806346
"PLEKHG4B",25.9259412163531,5,9.22360348615259e-05,0.523734606827691
"CCDC181",25.9229030885285,5,9.23612168278742e-05,0.655586038231415
"PRRC2A",25.9150803166031,5,9.2684318578562e-05,0.676361898764082
"MRPL18",25.9066481242653,5,9.30338447786561e-05,0.937211987736985
"SLCO5A1",25.8968470459986,5,9.34417540537913e-05,0.616739578992233
"PHPT1",25.8964081378385,5,9.34600622708448e-05,0.416000716554208
"ELP4",25.8746869286715,5,9.43705734117728e-05,0.229021570832221
"NKIRAS1",25.8594889536963,5,9.50128615105905e-05,0.44800079232148
"GPR158",25.852883872954,5,9.52933494929864e-05,0.471636020847035
"IL12RB1",25.8440188243451,5,9.56710974345798e-05,2.0328209235744
"BAX",25.8217150305391,5,9.66280544298925e-05,0.835067442582502
"RAB33B-AS1",25.8094702164758,5,9.71574495900462e-05,0.577754466061685
"SREBF1",25.7780420661375,5,9.85294049690166e-05,0.776656899941815
"SPTLC3",25.774531385985,5,9.86838454354322e-05,0.976313286708256
"TM7SF3",25.7711157588383,5,9.8834334443465e-05,0.756017773938908
"CCDC57",25.746624070036,5,9.99200906341979e-05,0.700928907202936
"RRAGC-DT",25.7170552017924,5,0.000101246674884425,0.988837636288101
"MBNL2",25.6889318345998,5,0.000102524585038011,0.19473049598228
"BACH1",25.6861040819285,5,0.000102653956898235,0.233635148478924
"RAB32",25.6751737112063,5,0.000103155551638423,1.22374677278018
"TBX2",25.6607482052567,5,0.000103821254989422,0.592052683188496
"CSTB",25.639125850772,5,0.000104827050800838,0.656171921067222
"NFIB",25.6287320944666,5,0.000105313959497422,0.397103013404246
"MICU2",25.597886126784,5,0.000106772201680982,0.324100452004158
"FSCN1",25.5507413757632,5,0.000109039685583956,0.530468773274989
"RMC1",25.5438381579488,5,0.00010937568174707,0.484569289838648
"ADAMTS9",25.4970778903389,5,0.000111678761936851,1.22546907269956
"HACD2",25.4927214415166,5,0.000111895759238534,0.882453758100244
"SNAP25-AS1",25.470955507662,5,0.000112986202274401,0.516256327527952
"SEC31A",25.434250602289,5,0.000114848947180946,0.262741359980146
"H1-0",25.3848757566047,5,0.000117402720224757,0.717189696420531
"ENSG00000229321",25.3818302520078,5,0.000117562068187804,0.77761393562962
"PKNOX2",25.3743715813262,5,0.000117953228264134,0.527437609593484
"DNAJB6",25.3526167790469,5,0.000119101504664876,0.247159080472098
"CELF6",25.3497293616762,5,0.000119254739747943,1.06014808904963
"UQCRH",25.3326253058767,5,0.000120166461620164,0.400081820905259
"SYNPO2",25.3098773951508,5,0.000121389725076138,1.11912783524884
"CRYBG3",25.2987299863516,5,0.000121993666789222,0.675431453403504
"PIDD1",25.2528075111823,5,0.000124513167775731,0.641110389919724
"PLEKHO1",25.238837792142,5,0.000125289773730275,0.357431620327342
"RPS15A",25.2299401818236,5,0.000125786908010905,0.364203551940316
"EWSR1",25.219430101112,5,0.00012637665141757,0.269207204249445
"CNTN3",25.2039309868724,5,0.00012725133776359,0.44941845956671
"DYNC2I1",25.1855461625739,5,0.000128296650599991,0.633141346070334
"TIMP3",25.1716832881466,5,0.000129090473817484,0.714594056127441
"BTBD9",25.1523851336874,5,0.000130203635368753,0.301959168927338
"CARMIL1",25.1427496862261,5,0.000130762980822263,0.93400372423747
"N4BP2L2",25.1302874805369,5,0.000131489950502606,0.403366239258891
"WWTR1",25.0692057326887,5,0.000135111350296313,0.424629152459711
"GRIA4",25.0602665495117,5,0.000135649549848349,0.479785495104704
"SLC17A7",25.0438907282971,5,0.000136640995062276,0.83404605298079
"GOLGA8B",25.0351182817085,5,0.000137175053877447,0.772987588904871
"ENSG00000225649",25.021486282305,5,0.00013800906014394,1.17465964239712
"SERF2",24.9593385713488,5,0.000141875295930793,0.406514942520754
"DNAH3",24.9587206942369,5,0.000141914267513532,1.62331089851496
"NSUN6",24.92458770839,5,0.000144083687345087,0.604883928810471
"PRKG1",24.8738515816699,5,0.000147369151796695,0.171641556882558
"TP53INP2",24.8691956941666,5,0.000147674336115511,1.09683951259336
"ATG5",24.8668844856802,5,0.000147826063509271,0.252599277370977
"RNASEK",24.8593529180434,5,0.000148321570932586,0.317852515095113
"COL4A1",24.8332344880631,5,0.00015005268836854,0.453110489989911
"PTPRA",24.828492904589,5,0.000150369095662239,0.178942364662417
"SSBP2",24.8081651627331,5,0.000151733070965498,0.1925064058915
"CD2AP",24.7720593958365,5,0.000154185989587496,0.393367700034494
"MAP2K5",24.7286480551284,5,0.000157187221815791,0.419709448824581
"FAM120A",24.6890909786729,5,0.000159972283790721,0.580529146829892
"SERP1",24.6544481903111,5,0.000162451415175235,0.71121267113885
"SVEP1",24.6476811462171,5,0.000162940102210518,0.678530163975966
"SLAIN1",24.6301593908884,5,0.000164212217382165,0.556594793503931
"PEX5L-AS2",24.580374819708,5,0.000167880547206511,3.14545670759222
"SSBP1",24.5264826857322,5,0.00017194295107692,0.32493383084289
"NUMA1",24.5148893079181,5,0.000172829492180671,0.396341995581749
"GPCPD1",24.5116987066267,5,0.000173074268687956,0.663774820398724
"KCNT2",24.5110867886829,5,0.000173121252978858,0.30712995470632
"MBD5",24.5077766982358,5,0.000173375627197547,0.212599962720966
"PLCB4",24.5040761654518,5,0.000173660443924084,0.476803346765973
"DLGAP4",24.4883059029479,5,0.000174879422666585,0.325147562837058
"NFKBIA",24.4860899671112,5,0.000175051382563685,0.5641503053583
"IFITM1",24.4755800258126,5,0.000175869250242267,0.391643217609207
"ITGB5",24.4701970269193,5,0.000176289609704283,0.868207407597262
"SPPL2B",24.4669268083762,5,0.000176545466868738,0.650927872743335
"ANKDD1A",24.4580773711932,5,0.000177239677418228,0.412088386140473
"TRA2A",24.4156294786235,5,0.000180607302709634,0.240457095394458
"ENSG00000290591",24.4110015509132,5,0.000180978266474563,0.491832793776804
"NT5C3A",24.3992649431493,5,0.000181922428002412,0.712775902376848
"SKIL",24.3853066246065,5,0.000183051661561628,0.561327361466909
"KMT2D",24.3805168972488,5,0.000183440747932306,0.49732631976107
"RAB11A",24.3723869541882,5,0.000184103045258066,0.218656611656225
"PRNP",24.3513334389609,5,0.000185829160927908,1.00606948719774
"HES5",24.3287027260994,5,0.000187702439547577,0.747865431273429
"CASC9",24.3191677334366,5,0.000188497288890255,1.93484329501957
"ENSG00000254538",24.2915480551574,5,0.000190818537554205,0.583474428657761
"ARMC9",24.2838302673608,5,0.00019147220439153,0.837857913148451
"COMMD3",24.2806988635248,5,0.000191738053341606,0.595596192069033
"NOL7",24.2718429132801,5,0.000192491880823598,0.577331900634298
"TMTC4",24.2574124747894,5,0.000193726498653568,0.663300080348352
"ZNF804A",24.2473958758037,5,0.000194588085351,0.991677973164513
"MCAM",24.2365373836165,5,0.000195526369421217,0.392118882639159
"ZC3H6",24.2214728809219,5,0.000196835509580828,0.611705886137117
"ELF1",24.2091011417328,5,0.000197917122234603,0.842853860535333
"ST3GAL6",24.1958384164627,5,0.000199083158828661,0.660555077553753
"ME3",24.1904724228034,5,0.000199556856106176,0.708938459208164
"ENSG00000287373",24.1832884125179,5,0.000200192789116982,1.17922180209208
"TRAK2",24.1792026329567,5,0.000200555358436771,0.622532252988715
"KCTD16",24.1737588771858,5,0.000201039442826456,0.537473682072381
"TUT4",24.1554797219451,5,0.000202673380938712,0.305449497913096
"IBTK",24.1182638009459,5,0.000206040734272994,0.354244463844559
"CXCL14",24.1019817637853,5,0.00020753129938389,0.710834083098644
"DTL",24.0988828688478,5,0.00020781619814636,1.78709193132088
"CD44",24.0980458549875,5,0.000207893215832922,0.709738984109589
"GABARAP",24.0818290085667,5,0.000209390989443614,0.406442071647913
"ENSG00000259692",24.0652985211691,5,0.00021092871216899,0.774417572274839
"KANSL1",24.057879750713,5,0.00021162245690276,0.24447479738904
"RUFY3",24.0511143823395,5,0.000212257067277122,0.199635784381961
"RRM2B",24.0343555330546,5,0.000213837209612211,1.07761711652786
"LUZP1",24.0276460029954,5,0.000214473086939004,0.317080799534476
"ID4",24.00913323846,5,0.00021623729600595,0.433014957005341
"SRP9",24.0032421987871,5,0.000216801697617286,0.230022648277648
"ENSG00000291062",23.9988364246383,5,0.000217224752501743,1.41740096110285
"MAGI2-AS3",23.9618009185306,5,0.000220813427824873,1.25031560592479
"GPHN",23.96171238442,5,0.000220822076470006,0.215082908550451
"METTL15",23.9442768843555,5,0.000222531844866425,0.461910134234089
"PPP2R1A",23.9240549966446,5,0.000224531252057014,0.374725289861472
"TMED4",23.9063502412171,5,0.000226296357459632,0.397758645577712
"XKR4",23.8841985646391,5,0.000228524137004471,0.459129676297549
"INHBB",23.8670165315081,5,0.00023026704199125,2.67428777446539
"PTS",23.8629059840744,5,0.000230685950460496,0.309619486611932
"SNX31",23.8308656433828,5,0.000233977129323382,2.31165638269311
"RRH",23.8273332200652,5,0.000234342808175247,1.22494157884958
"KDM1A",23.8118206067193,5,0.000235955384415121,0.223629375845526
"RPS6KL1",23.7775531160783,5,0.000239556561718368,1.82152323224161
"AOPEP",23.7694709239067,5,0.000240413808136775,0.392056547854993
"PER2",23.7269148669384,5,0.000244977829263915,0.941280413201644
"CEP128",23.7053599048377,5,0.000247322110939807,1.07206721507644
"ACSL6",23.6909007610169,5,0.000248907075690363,0.772100852404903
"FAM222A",23.680019033216,5,0.00025010651295454,0.884187648684195
"LAPTM4B",23.6786502108671,5,0.000250257795201492,0.53289115004647
"NCOA2",23.676487481946,5,0.000250497004374517,0.264950271733513
"PDZRN3",23.6692972012679,5,0.000251293913055783,0.188908560580192
"REXO4",23.654318192428,5,0.000252962113661881,0.73885193189306
"SUPT3H",23.6206605662501,5,0.000256750572417364,0.645628327403403
"NPRL3",23.6197574931091,5,0.000256852989906187,0.979776587503707
"AEN",23.5891993046353,5,0.000260342495053356,1.60715122658329
