"","waldStat","df","pvalue","meanLogFC"
"STIP1",49.8009493146365,5,1.52204127079614e-09,0.774623734230751
"LINC03051",49.8002825969452,5,1.52251933283054e-09,0.357494924749191
"NHS",49.7908248051899,5,1.52931756147723e-09,0.705239786426968
"MED12L",49.6910184630078,5,1.60293034401349e-09,0.614020946978015
"CALD1",49.5744166462905,5,1.69341873856865e-09,0.284595663295314
"NELL2",49.5334000736148,5,1.72644631923902e-09,0.578431375698387
"PPID",49.3846161421334,5,1.85173565370178e-09,1.59166222916546
"EDIL3",49.2979075112112,5,1.92889304528876e-09,1.34982437702605
"SCG3",49.1327120602236,5,2.08487593855722e-09,1.29910458596925
"MAML3",49.1068356051601,5,2.11042394671068e-09,0.793675414027497
"SGIP1",49.0954152308836,5,2.12179851466487e-09,0.282186701156311
"SV2B",49.0443898164085,5,2.17337059460476e-09,0.783597690056311
"HS6ST1",49.0441809790459,5,2.1735842015147e-09,0.430258181909953
"TLCD3B",49.0105114679279,5,2.20830065345012e-09,1.54447198083675
"DENND4A",48.8307559868535,5,2.40322084454903e-09,0.535196894066213
"RPS27A",48.8188544000004,5,2.41671616052486e-09,0.378576337351915
"STON2",48.8086547990579,5,2.42834163888261e-09,0.525418367726833
"RPL32",48.6680941330123,5,2.59435162242028e-09,0.578738630603218
"EEF1A1",48.6671278843423,5,2.59553112336164e-09,0.274804742259662
"ENSG00000287734",48.6248178110259,5,2.64770716462692e-09,0.646232180285541
"STMN1",48.5830061917986,5,2.70029609783506e-09,0.348825713799558
"HIBCH",48.458763657554,5,2.86279000505374e-09,0.456479371195077
"BANP",48.3445909831978,5,3.02069746993539e-09,0.592565709668341
"ARHGEF28",48.2820362374873,5,3.11086756354939e-09,0.474121277764909
"HACE1",48.236467612327,5,3.17823811712969e-09,1.05318751546636
"CORO1C",48.236348017188,5,3.17841686303666e-09,0.674130423611408
"MAFG",48.1859424134054,5,3.25463911377e-09,1.21466997694549
"RPL9",47.8216553182283,5,3.86246534755941e-09,0.528114690677506
"PCLO",47.6821466474239,5,4.12413880823692e-09,0.783270059132411
"PLA2G4C",47.5370054876257,5,4.41515435323225e-09,1.27729476110837
"NEDD4L",47.5289173144411,5,4.43196090937903e-09,0.467407340102554
"TNIK",47.5264589639319,5,4.43708181308011e-09,0.408275938367682
"CAMTA1",47.4779831178585,5,4.53927417876088e-09,0.256787861795015
"SIPA1L1",47.4409671671276,5,4.61888516323228e-09,0.510234519098806
"HES4",47.3849738938288,5,4.74196504285374e-09,0.341633456724507
"KLF12",47.2853852226544,5,4.96900931512556e-09,0.539745862596326
"CSPG5",47.2770594585254,5,4.98847452234941e-09,1.17322677138312
"DOC2B",47.2728279652129,5,4.99839658552048e-09,0.869990890707134
"ZNF483",47.1991491698609,5,5.17435005953359e-09,0.691023001607055
"UTP3",47.1634749927034,5,5.26175003567886e-09,0.770013520133613
"KDM3A",47.1088424336476,5,5.39845879110601e-09,0.640414130430958
"ATP2C1",47.0998354362755,5,5.42133504755071e-09,0.303402924305152
"FLNA",47.0113644658468,5,5.65123758899944e-09,0.399303122806878
"NRXN1",47.0036281805988,5,5.67179758714786e-09,1.17760551677545
"PDE6H",46.9850109951094,5,5.72158109779508e-09,0.466430478704925
"ERC1",46.7437636409131,5,6.40750086322583e-09,0.357554391031043
"RPL13",46.6717102240727,5,6.62783961047353e-09,0.357956686734301
"RPL23A",46.3922980709231,5,7.55610796154826e-09,0.273437292400535
"YARS1",46.3780028097644,5,7.60694052193145e-09,0.976232754753615
"MIR99AHG",46.3134328058441,5,7.84082732074864e-09,0.344982429786953
"HOXA-AS2",46.3025548311525,5,7.88092957559883e-09,2.46027083078652
"PTH2",46.2880324165435,5,7.93478616145649e-09,1.16055787485531
"DLL1",46.2808833348336,5,7.96143317938203e-09,0.537961538753681
"RIMS2",46.2532687192825,5,8.06520294993618e-09,1.39540031411848
"RPS24",46.2258354582627,5,8.16962653082953e-09,0.62069151594174
"SNHG14",46.0820358475103,5,8.73945138479826e-09,0.246190913967544
"ARID1B",46.0651310370122,5,8.80899009292335e-09,0.365502914592306
"HSPA9",45.6784325104145,5,1.05593916943647e-08,0.643327931561088
"OC90",45.5854983563768,5,1.10293361110791e-08,0.515877934425717
"KCNB2",45.5257080457137,5,1.13426451564536e-08,0.420904088935436
"IGFBP7",45.5158999351552,5,1.13948813718068e-08,0.392532724663195
"ENSG00000234083",45.4416543890511,5,1.17981581171378e-08,0.372563975506017
"WWOX",45.4175218402006,5,1.19322778324715e-08,0.172677314209588
"FRMPD1",45.3501697074785,5,1.23146911557015e-08,1.45873530349777
"BEX1",45.3429054864391,5,1.23566592513669e-08,0.260833379101538
"STX18-AS1",45.3241822619557,5,1.24654886413111e-08,0.959295702499772
"PXDN",45.2577521509993,5,1.2859383224928e-08,0.560213418797171
"PTPN13",45.2017333854856,5,1.32011713782632e-08,0.587543919558029
"HMGB1",45.1866069014518,5,1.32950057629699e-08,0.20470420914262
"HIF1A",45.1638334798135,5,1.34375320870461e-08,0.394628086196119
"SLC24A3",45.1531390938849,5,1.35049870175763e-08,0.930721958684621
"DCX",45.1274696155979,5,1.36682780649267e-08,1.19067486048338
"GPC5",45.1246120256383,5,1.36865774269523e-08,1.63850414533918
"DCLK1",44.9242799509266,5,1.50322371217371e-08,0.188998897638676
"ENOSF1",44.9021317077736,5,1.51888807087275e-08,0.623366274752852
"PLCH1",44.8086358927158,5,1.58682631479223e-08,0.454293849523046
"ESPN",44.7058727787872,5,1.66499779519214e-08,0.66535396064295
"EIF1",44.6653077789706,5,1.69690181905935e-08,0.475356010191839
"FUS",44.6041893861184,5,1.74612532211071e-08,0.384576292769635
"CUX1",44.5654620306232,5,1.77804960754813e-08,0.457292967913011
"TJP2",44.5464218011912,5,1.79395780453007e-08,0.988962880216741
"FXYD3",44.2678428557374,5,2.04360923738989e-08,0.793063146761843
"ENSG00000227681",44.1950352813237,5,2.11437901631584e-08,1.24999224001766
"TRAPPC9",44.1617841257191,5,2.14750701665878e-08,0.603835825602028
"BBS9",44.1074201173797,5,2.20278771889681e-08,0.592804295732948
"PYGO2",44.0873439502975,5,2.22355911461136e-08,0.770025079963823
"ROR2",44.0752168981962,5,2.23620058026341e-08,0.307457819294371
"SIK1",44.0477233615647,5,2.26512629764031e-08,0.82204067559453
"SPP1",43.974591491199,5,2.34389599951257e-08,0.212640485042284
"BCL2",43.9451957466608,5,2.37632189481474e-08,0.263474014548144
"OXR1",43.9019937718549,5,2.42479034628929e-08,0.794325253141775
"ANK3",43.8939007541194,5,2.43397890731245e-08,0.306870001292512
"USH2A",43.8824750994727,5,2.44701037210859e-08,2.13963207674287
"HIPK2",43.8785854182643,5,2.45146256627748e-08,0.553693393043763
"NKAIN2",43.8609365666061,5,2.47176541456895e-08,1.09110920549721
"RICTOR",43.7408541896983,5,2.61442645310694e-08,0.445451066847648
"SOD1",43.6472615711664,5,2.73128327732408e-08,0.710449674281014
"CREB5",43.3885251352853,5,3.08213149446956e-08,0.196663781254432
"MEIS1",43.3824294471051,5,3.09091749972623e-08,0.229959334997087
"AIF1L",43.3322506191016,5,3.16419764834208e-08,0.523127910903581
"SAMD5",43.1927990341155,5,3.37706941300198e-08,0.673502619587928
"CLSTN2",43.1723589688263,5,3.40944799059884e-08,0.827308011443677
"KAT6B",43.1518862514458,5,3.44218841208388e-08,0.552624132388508
"R3HDM2",43.0544677213327,5,3.60232677021344e-08,0.644684468816645
"WNK2",42.9762745675339,5,3.7362166471766e-08,0.339606912313402
"SYNE2",42.9572821117945,5,3.76947901781222e-08,0.541951314293843
"FABP7",42.9045264089486,5,3.86342899894032e-08,0.38157833367893
"F3",42.8693154157645,5,3.92742940391599e-08,1.15898980520283
"UNC119",42.8132650826162,5,4.0314944937947e-08,0.486564380793365
"PLSCR1",42.7888472530758,5,4.07768456778257e-08,0.409048620595091
"PHLPP1",42.7229104761846,5,4.20506599541071e-08,0.360503129196741
"WWC1",42.6382221284148,5,4.37450696777475e-08,0.649787506259252
"GABRB3",42.530212309605,5,4.60051569062259e-08,0.812197055968857
"AHI1",42.5252657095225,5,4.61114054717271e-08,0.516747805881207
"ENSG00000269729",42.3640222463528,5,4.97119577724803e-08,0.988003245020008
"NDUFA13",42.3300583898107,5,5.05053755484042e-08,0.329277464354466
"MTFR1",42.2240862597269,5,5.30629712391928e-08,0.417905610249446
"GNB3",42.2110113754379,5,5.33873426578069e-08,0.737589255498634
"SAT2",42.1957397290462,5,5.37687155910405e-08,0.502147065649366
"IQGAP2",42.1935704630192,5,5.38231075264406e-08,0.739283248031004
"PRDX1",42.1897342135017,5,5.39194315862801e-08,0.49048586284981
"SPATS2L",42.1465194094199,5,5.50164469537151e-08,4.88549959367752
"SHOC1",42.1265828314533,5,5.5530009812621e-08,0.634621649696158
"CRY1",42.1161033076487,5,5.58018731222631e-08,0.363194066141411
"MOB4",42.0991494919863,5,5.62445059415495e-08,0.72603037384784
"TMEM98",42.0735687236775,5,5.69190032884137e-08,0.44307262455728
"ENSG00000286797",41.925207210872,5,6.09928886285971e-08,1.1655260245055
"PLEKHA5",41.9186496128227,5,6.11795113458768e-08,0.385982842870006
"SASH1",41.8687131078418,5,6.26194437414185e-08,0.407352054890077
"LINC00877",41.8351818900368,5,6.36052261970832e-08,1.02712694440232
"RPL18",41.8083253796358,5,6.44059194865321e-08,0.262690943105101
"TPM4",41.6859090058852,5,6.81847281969183e-08,0.36765124946743
"TSC22D1",41.5355188640708,5,7.31307034929074e-08,0.172834085704842
"TNFRSF12A",41.4101655462,5,7.75252898543854e-08,0.962515129298107
"ENSG00000290122",41.3887846503812,5,7.83006919302665e-08,0.743910170814283
"DNAJC1",41.2925157441114,5,8.18888253872885e-08,0.447972018835961
"NEUROD1",41.1996372953513,5,8.55057497028966e-08,0.923731852361652
"CLIP4",41.196566056951,5,8.56280322203418e-08,0.570314191984513
"PIP5K1B",41.172147088062,5,8.66065020810325e-08,0.493696226492029
"PCNX1",41.155978470033,5,8.72605016022376e-08,0.36290028781333
"ELF2",41.150115716795,5,8.74988558274836e-08,0.636623738582809
"MYO3B",41.0923410102241,5,8.9882697063004e-08,3.11070163831933
"IL1RAPL1",41.0671720851706,5,9.0941321473359e-08,0.642762116848255
"PTPRS",41.0148865144512,5,9.31803639803164e-08,0.291110835840856
"PER3",40.9994518095855,5,9.3851768245834e-08,0.694192655638506
"SLC38A1",40.9724046077336,5,9.50399555721404e-08,0.812372090984584
"ADK",40.960628220736,5,9.55619657849738e-08,0.434459294609163
"DTNB",40.88232921505,5,9.91060949973033e-08,0.805597781384541
"RABGAP1L",40.8291232383076,5,1.01588835677013e-07,0.545746677072475
"ENSG00000285582",40.7799437196572,5,1.03938756379485e-07,0.437592399611352
"ZNF326",40.7437345718201,5,1.05703460540063e-07,0.512800453340822
"MAPK8",40.7225238352476,5,1.06751026462959e-07,0.521550507623488
"EIF4A1",40.6744381755326,5,1.09164362327441e-07,0.213895949346634
"ZMYM5",40.6259024831888,5,1.11655400369948e-07,0.468387714282157
"AKT3",40.6054854760296,5,1.12720125344801e-07,0.239326052251372
"LINC01748",40.601540849887,5,1.12926996198581e-07,0.656922546152838
"GREB1L",40.4382660363151,5,1.21829831334352e-07,0.46499442778846
"EYA4",40.4185008348054,5,1.22953942360837e-07,0.994645594171984
"HMOX1",40.3808057635106,5,1.25126503824902e-07,2.33073809649596
"ANKRD12",40.3710101972251,5,1.25697305453087e-07,0.224600899109492
"ANTXR1",40.3452096363399,5,1.27213184430985e-07,0.768270617346452
"ENSG00000290920",40.2887511642675,5,1.30594153269215e-07,1.60787113973299
"MT-ND1",40.2534739952953,5,1.32751981185564e-07,0.394746676557318
"SLC25A4",40.2161486601726,5,1.3507376928068e-07,0.641060719742734
"DCDC1",40.1693015967248,5,1.38045171627077e-07,0.955329664385926
"CABIN1",40.135529372883,5,1.40227570555318e-07,0.725938689775326
"SARS1",40.1168051100576,5,1.41452327517833e-07,1.27310900947482
"CD9",40.0876725797352,5,1.43379110029151e-07,0.49414731992481
"ST3GAL3-AS1",40.0097705777853,5,1.48660818322099e-07,0.560830485555862
"DANT2",39.967788801019,5,1.5158706190288e-07,0.21793368848448
"HIVEP3",39.9326980269871,5,1.54076953862159e-07,0.758175141880298
"RHEB",39.8942795498571,5,1.5684970067209e-07,0.243591463714863
"FXR1",39.87067913596,5,1.58577580178232e-07,0.600370721393705
"RPS17",39.8450651818166,5,1.6047433915034e-07,0.453913485381498
"PCDH9",39.6787519535019,5,1.73351916932241e-07,0.247466453430347
"SHISA9",39.6522337013721,5,1.75498280907682e-07,0.621900533989785
"STOX2",39.6342498651674,5,1.76968918075282e-07,0.253147799175051
"EIF2S2",39.5655107857153,5,1.82704094187081e-07,0.369360043977779
"GOLGA4",39.4686179381424,5,1.91103956104222e-07,0.22306241612934
"ADAMTS12",39.456679734818,5,1.92165168666492e-07,1.28657084917228
"KDM5B",39.4473424696771,5,1.92999266901417e-07,0.678264026208248
"APOE",39.3817820738814,5,1.98958200026134e-07,0.370193848500101
"KANSL1L",39.3729469304817,5,1.9977513332492e-07,0.40825781649823
"RPL19",39.3113938949755,5,2.05560042765285e-07,0.321684291107067
"MRPL34",39.2760130758743,5,2.08960416414605e-07,0.850952960188982
"GABRR2",39.2737234290229,5,2.09182389410145e-07,1.67100181739441
"PLXNB2",39.2436549240556,5,2.12119307119174e-07,0.426155998333827
"RPS15",39.1585327372377,5,2.20658116556471e-07,0.252870995139775
"PRSS23",39.156437582682,5,2.20872547362916e-07,0.506446520296263
"SNHG6",39.1285274191614,5,2.23748916727828e-07,0.469862753919345
"LIN28B",39.0692015292681,5,2.29987446531688e-07,1.55473227508734
"STXBP5L",38.9597878011328,5,2.41950875223829e-07,1.03450410499291
"NUDC",38.9380376682137,5,2.44401893834123e-07,0.395712804391995
"RP1",38.9278064206401,5,2.4556338718007e-07,1.93726693393925
"CDH20",38.8494338348628,5,2.54644807462512e-07,0.341574009111966
"EXOC4",38.8367397174443,5,2.56146888699682e-07,0.367103340407676
"SHTN1",38.816511824878,5,2.58558686128119e-07,0.483910864031731
"BASP1-AS1",38.8041126784128,5,2.60048217515241e-07,0.698602195661478
"TSC22D2",38.7917388934075,5,2.61543220969607e-07,0.533495269764838
"DENND11",38.7764815149822,5,2.63398408639759e-07,0.688974600819504
"DOCK3",38.7211064352709,5,2.70242385136399e-07,0.283373398445038
"PAUPAR",38.7193538975644,5,2.70461853579818e-07,0.437268098155681
"ID3",38.6850622078091,5,2.74792055221518e-07,0.899099025122827
"PRR5L",38.6225954126717,5,2.82858264366581e-07,1.04046520808977
"MRPS6",38.5852181712908,5,2.87797007669788e-07,1.19443106976687
"ART3",38.5272032272187,5,2.95633258318162e-07,1.33280989204574
"PWWP3A",38.4577761350138,5,3.05290704716299e-07,0.372984777537392
"CP",38.4337030326624,5,3.08712146401824e-07,0.467910257765127
"RPL5",38.4297902646358,5,3.09271853016213e-07,0.274749709491654
"TTYH3",38.4250863900499,5,3.09946062038158e-07,0.512393501610805
"PCMTD2",38.3608562601155,5,3.19299972018072e-07,0.942316365868227
"MAP7",38.2930200940855,5,3.29484361905052e-07,1.26416603308766
"JAG1",38.287981975298,5,3.30253522862201e-07,1.19851424883368
"ENO2",38.1483257263676,5,3.52301138928368e-07,0.336743213632371
"BBOX1-AS1",37.9042339297102,5,3.944119445487e-07,0.994431334072259
"ATP6V0E1",37.8380571518451,5,4.06668234864682e-07,0.83420683455946
"MACF1",37.8223605609646,5,4.09630525943783e-07,0.273526944398887
"RASSF3",37.7852159128036,5,4.16726385177313e-07,0.760084103133013
"PON2",37.7474757945477,5,4.24061335047021e-07,0.785567758356523
"SPART",37.672078662963,5,4.39102178173556e-07,1.11767296859774
"RANBP17",37.6371539855336,5,4.46248081931166e-07,1.00603596326399
"TNRC18",37.537620621157,5,4.67254935743178e-07,0.321253503599014
"CTNNA2",37.5154930672325,5,4.72057176015284e-07,2.21842367345169
"TSHZ2",37.472265120774,5,4.81580941569248e-07,0.307003438366561
"FOXN3",37.4719884252372,5,4.81642513761038e-07,0.253019905611669
"TRMT112",37.4404699394909,5,4.88707758261597e-07,0.330385063580545
"DAD1",37.3280724824517,5,5.14753421887448e-07,0.306319209709321
"CCT3",37.3063405015309,5,5.19946503851898e-07,1.25145189422703
"PIK3R3",37.225140556995,5,5.39815756428474e-07,0.855861377633065
"ANKRD33B",37.0657117607852,5,5.81052413406447e-07,1.28899539294671
"C1QTNF7",37.0528871392562,5,5.84502700018419e-07,0.565336058587964
"ADAMTS9-AS2",37.0381192928821,5,5.88501053999657e-07,1.41553110154316
"GAREM1",36.9949044415389,5,6.00358434299508e-07,0.404850368882628
"SAC3D1",36.9325428637585,5,6.17889715170961e-07,1.12413618714106
"ENSG00000290421",36.9216919630089,5,6.20991784439084e-07,1.04380052983857
"PTPRD",36.9195959732206,5,6.21592772587221e-07,0.353217430186298
"CCDC18-AS1",36.9174389540785,5,6.22211864365063e-07,0.536095819773274
"HECW2",36.8716217214582,5,6.35507929946932e-07,0.578359247331913
"ENSG00000258637",36.8630206783073,5,6.38035280609017e-07,1.29608220565565
"ENSG00000249690",36.8458630317358,5,6.43106846109909e-07,1.42127747315713
"CADPS2",36.7822020711055,5,6.62277277130308e-07,0.293176317468089
"ENSG00000257759",36.77459667742,5,6.64605218303471e-07,0.821694401687098
"PRRT2",36.7604890814146,5,6.68945011161881e-07,1.17647221297698
"EGF",36.7489360925747,5,6.72519951394612e-07,0.373834717782369
"CDC42EP5",36.7295403191447,5,6.78564562317518e-07,0.745490672267761
"PDGFC",36.715605648179,5,6.82940594631809e-07,0.609706044447121
"RPS25",36.7110632390722,5,6.84373150594553e-07,0.411414349065382
"APP",36.563395623707,5,7.32608722353589e-07,0.231870377719934
"RPL31",36.5205938769432,5,7.47212065443925e-07,0.494230294826261
"SH3KBP1",36.4941556467712,5,7.56376782096169e-07,0.532520630045241
"SNAP25",36.3805859322931,5,7.9703480260207e-07,0.711068886129961
"KIF1B",36.3316535989389,5,8.15216272598285e-07,0.222587309093243
"KIF13A",36.3199700563127,5,8.19618141023604e-07,0.236369723117891
"SNRPN",36.2498462236545,5,8.46539341625707e-07,0.356395052301732
"ENSG00000289564",36.1693399808064,5,8.78533090276079e-07,0.243025846500815
"ZKSCAN1",36.1384373293263,5,8.91131145874802e-07,0.727804301134531
"KCNQ1OT1",36.1192359106481,5,8.99049360958415e-07,0.430218907121362
"RAPGEF6",36.1049989298522,5,9.04965525516666e-07,0.506003972975561
"DHX32",36.0452662977714,5,9.30212558536425e-07,0.265446858327069
"UBE2E2",36.0439592090379,5,9.30772788398926e-07,0.444176439495694
"ALK",35.9641486333326,5,9.65624127324816e-07,1.61963641314324
"HSPA4",35.8906350626594,5,9.98873332824779e-07,0.394146334313693
"LGI4",35.8366270936876,5,1.02402405877111e-06,0.628992316050028
"RNF130",35.8331294101986,5,1.02567443627244e-06,0.271786720539154
"LRP1B",35.8190523363264,5,1.03234349124737e-06,0.534653974103031
"RPL11",35.8096408590591,5,1.03682625596235e-06,0.319971684207822
"CEP112",35.8041444039791,5,1.03945321694443e-06,0.670128222098394
"TLE3",35.7393228690896,5,1.0709379999474e-06,0.437227732358394
"MBTPS1",35.7368996100931,5,1.07213323641275e-06,0.450772602932974
"DPH6",35.7064835383828,5,1.08724888137068e-06,1.29804484664491
"ENSG00000250592",35.6283244722172,5,1.12707060961892e-06,0.332879348740869
"ZEB2",35.5733238228931,5,1.155959933552e-06,0.323084198020189
"SESN3",35.5308451286783,5,1.17877529337562e-06,0.400637937578184
"EML5",35.5281158960943,5,1.18025639217478e-06,1.0253324936005
"TAPT1-AS1",35.4789255115684,5,1.20727069219395e-06,1.1257976177264
"RFX3-DT",35.4705774928611,5,1.21191592106218e-06,0.705752973149071
"RPL36A",35.4594790815681,5,1.21811914577385e-06,0.559074677882341
"RDH10",35.4333289821097,5,1.23286039099835e-06,0.330785799087843
"MAGI3",35.3897405953915,5,1.25782741700053e-06,0.345208611129717
"TMEM232",35.3827718276425,5,1.261865442026e-06,1.59796041281595
"RPS10",35.3003244409156,5,1.31062951769234e-06,0.402186963879833
"ROR1",35.2737728338743,5,1.32672930097666e-06,0.997578948578237
"TENM1",35.2471379692761,5,1.34307724897198e-06,0.335671728161966
"PRDX2",35.2366725996271,5,1.34955538944048e-06,0.489857613000204
"COX7C",35.2161837744497,5,1.36232826486449e-06,0.396350459819829
"TSPAN18",35.1487046074872,5,1.40525165193139e-06,0.473097011892581
"IQSEC1",35.1256336908136,5,1.42023353777443e-06,1.14426068888129
"PHKA1-AS1",35.1068694046235,5,1.43253586493142e-06,3.35369665958498
"SLC1A3",35.0940433440046,5,1.44100588828078e-06,0.602746691968931
"SMARCA2",35.0224530201681,5,1.48920575782086e-06,0.269182983690079
"PRKD1",35.0102584040624,5,1.49757447498455e-06,0.24839900524919
"ACTN4",34.995587667182,5,1.50770448459348e-06,0.370203293499459
"UNC13B",34.9408478868004,5,1.54610714930836e-06,0.590497103967387
"CRYM",34.9250762701345,5,1.55735119866662e-06,0.710598421792914
"SRSF2",34.817023608337,5,1.63660377572317e-06,0.426693459557163
"FAM133B",34.8132524751927,5,1.63944105280311e-06,0.486603377474724
"MAMDC2",34.7928789905709,5,1.6548542323136e-06,0.382486945320617
"ABHD3",34.7751184701101,5,1.66840817328318e-06,0.844590812603979
"CDON",34.7285085094645,5,1.70450603653727e-06,0.359261713664796
"HLA-A",34.7055209773935,5,1.72259412767328e-06,0.410800731259381
"CACNA2D4",34.6822015596397,5,1.74113846240775e-06,3.14102018590387
"ASTN1",34.6804936226449,5,1.74250444662238e-06,0.83137942270944
"LRIG2",34.6760680185107,5,1.74604894498387e-06,0.732271784347897
"RPL21",34.632910681099,5,1.7809921670775e-06,0.398566449883118
"CFDP1",34.6190053587742,5,1.79239839503964e-06,0.583693353196141
"SNX3",34.6167896055795,5,1.79422262802653e-06,1.14312395809595
"GRB10",34.5351299146832,5,1.86275703373262e-06,0.310344012097352
"PARD3",34.5203631762051,5,1.87542543084174e-06,0.214077848506679
"ENSG00000260971",34.5040530240954,5,1.88951754553912e-06,1.10485209999815
"CEBPB",34.4513881454886,5,1.93574353479775e-06,1.41627747116845
"TCF12",34.3518679496992,5,2.02618904565632e-06,0.164096204097707
"PDGFRB",34.3402982654266,5,2.03697278688963e-06,0.50191925205464
"KCTD8",34.2918954254856,5,2.08270997958948e-06,0.490808390913217
"ENSG00000231236",34.2453728060209,5,2.12763278972794e-06,1.47770905911882
"BRD2",34.1262428402697,5,2.24710801222106e-06,0.229545306729521
"NONO",34.1186193839749,5,2.25497682337927e-06,0.408403541254344
"TUBB2B",34.1000598404444,5,2.27424844978508e-06,0.425466753660992
"MGAT4B",34.0602808626591,5,2.31610717704722e-06,0.520050746292033
"DSCAML1",34.0553981845995,5,2.32129764776712e-06,1.50149277343183
"BSG",34.0194500746593,5,2.3598696331506e-06,0.552453013332862
"SNX25",34.018877005401,5,2.36048966484326e-06,0.6542083904906
"UBR7",33.9866307064567,5,2.39564081383481e-06,0.773959536977801
"SBF2",33.9720803708321,5,2.41167186554314e-06,0.208633340454526
"PTPRR",33.8311911518018,5,2.5725233308016e-06,3.12786413081979
"DDAH1",33.7768705655207,5,2.63735168171131e-06,0.351149085248291
"GLIS3",33.7520524911242,5,2.66750876043442e-06,0.248456273409082
"TRIM22",33.7245230826593,5,2.70136174551627e-06,1.10665026732451
"NR2F1-AS1",33.6386286304387,5,2.80975662825256e-06,0.430753616923153
"TARS1",33.579470760792,5,2.88691558059107e-06,0.682590925722362
"CFL1",33.5086488778476,5,2.98206329674144e-06,0.42813805193465
"ST3GAL1",33.4818584313827,5,3.01886300935195e-06,0.384906921754774
"RPS5",33.4745044636184,5,3.02904326743292e-06,0.53104412804968
"CCDC88A",33.4668864568539,5,3.03962503733768e-06,0.283927134965338
"LRP2",33.4473206157356,5,3.0669716504228e-06,0.299037018344999
"LMO3",33.3853468244911,5,3.15521555316334e-06,0.988765467286807
"UBQLN1-AS1",33.3763790230423,5,3.16819210033348e-06,2.76736460547115
"CCND1",33.3714163740588,5,3.17539592364913e-06,0.641501155157944
"ARIH1",33.3388187840574,5,3.22312139422465e-06,0.324461870772508
"COL6A1",33.2900918602718,5,3.29579448987705e-06,0.4872355466295
"HNRNPA1",33.2664674448988,5,3.3316129282035e-06,0.400470196997813
"TENM2",33.2211926969921,5,3.40134187071239e-06,0.346388696244067
"ENSG00000289474",33.2065152541436,5,3.42425699229043e-06,0.277967944849617
"EML4",33.1851542948471,5,3.4578812510011e-06,0.636863137520489
"LLGL2",33.1845353584469,5,3.45886039609944e-06,1.10231025969945
"MTHFD2",33.1728430482908,5,3.47740927486573e-06,1.51877913236888
"PGK1",33.0430892488403,5,3.69001096567345e-06,0.442126484582811
"TCF7L2",33.0349080271881,5,3.70384090053744e-06,0.457869995461895
"LRATD1",33.0297051820041,5,3.71266283705207e-06,0.98697085319218
"NRG1",33.0249505392512,5,3.72074306886905e-06,0.643987210198574
"ZNF713",32.9926963157313,5,3.77602069678851e-06,0.885225977580722
"KPNA1",32.9473183856462,5,3.85517482581754e-06,0.654384222172988
"APC2",32.8990208707703,5,3.94123441449512e-06,0.77780850461299
"SNHG7",32.8691606528828,5,3.99539386752856e-06,1.05817813853521
"LDLRAD4",32.8360844813506,5,4.05625034682888e-06,0.263804813424302
"EIF5",32.8353645272718,5,4.05758517851851e-06,0.644590285990592
"OBSL1",32.7863945665395,5,4.14941046755768e-06,0.494383707257055
"NRBP2",32.7804666069223,5,4.16066543573734e-06,1.20250813409461
"NCOA1",32.7764199060912,5,4.16836602468162e-06,0.330565303080595
"LSM8",32.6315301930226,5,4.45361693413027e-06,0.85701931399827
"LRGUK",32.5774267870511,5,4.56503807477748e-06,1.21694660971935
"LINC00862",32.5725094268664,5,4.57530126718453e-06,1.22129339895489
"ZMAT1",32.5561470464431,5,4.60961717119179e-06,0.513880365525038
"ATP1A1",32.5424486670654,5,4.63854267340746e-06,0.285636644955414
"ABAT",32.5202407222932,5,4.68582080270785e-06,0.584279925170282
"CTNNA3",32.5043711253893,5,4.71989846295706e-06,0.798319785050037
"SMAD2",32.4375769143935,5,4.86605044225374e-06,0.178470668646703
"TMEM132B",32.4138924932913,5,4.91894726317721e-06,2.41895899026778
"EML1",32.4132475993556,5,4.920395535013e-06,0.400363368230895
"FRYL",32.3228001415537,5,5.12777351024951e-06,0.236291401395031
"GPBP1",32.3220942361772,5,5.12942570574104e-06,0.381186766806798
"AFF1",32.3219310857589,5,5.12980764011406e-06,0.287726301497064
"CASC17",32.221174249241,5,5.37116026266826e-06,0.877535581385861
"H2AZ1",32.1742089249824,5,5.48748484319184e-06,0.531912811925559
"IFRD1",32.1634754884981,5,5.51441915241924e-06,0.693116421417263
"RALGPS2",32.1463143603204,5,5.5577562338982e-06,0.511218872869203
"FBXO22",32.1422782990894,5,5.56799758466564e-06,0.408028748824587
"MPP7",32.1348838318036,5,5.5868094450684e-06,0.561515429697747
"MIR4435-2HG",32.0840649852271,5,5.71781483604816e-06,0.982749657528258
"RBPMS",32.0422823481404,5,5.82780938518379e-06,0.678006468832433
"PPM1E",32.0353838802757,5,5.84617106691443e-06,0.266616981222134
"FAU",32.0222245644218,5,5.88135686285796e-06,0.402193875029056
"RSU1",32.0131949633378,5,5.90562216673529e-06,0.790562216487753
"BTBD8",31.9755553225959,5,6.00784776660923e-06,1.18563820400766
"CALR3",31.9666146047748,5,6.03238720764399e-06,1.15950938239819
"TRIQK",31.9581612445691,5,6.05568060974004e-06,0.523034396393768
"PARD6B",31.9186392124402,5,6.16577573397947e-06,0.598506349875808
"LHX4",31.8920818615366,5,6.24087066725121e-06,0.775091139457257
"EPHA7",31.8812292198354,5,6.27181911649899e-06,0.679154242175279
